Panoramic birds eye view of Enid, Okla. taken from top of Court House	undefined	United States Oklahoma Enid.
Bird's eye view of Portland	undefined	United States Oregon Portland.
Bird's eye view, Sioux Falls, S. Dak.	undefined	United States South Dakota Sioux Falls.
Birds eye view, Chamberlain, S.D.	undefined	United States South Dakota Chamberlain.
Birds-eye view of Jonesboro, Tenn.	undefined	United States Tennessee Jonesborough.
[Bird's eye view of the business section of Salt Lake City]	undefined	United States Utah Salt Lake City.
Birds-eye view of Norfolk, Va.	undefined	United States Virginia Norfolk.
[Bird's eye view, Roanoke, Va.]	undefined	United States Virginia Roanoke.
Panoramic birds-eye view of the city of Aberdeen, Wash.	undefined	United States Washington (State) Aberdeen.
Bird's eye view of Spokane from Sacred Hart [sic] Hospital	undefined	United States Washington (State) Spokane.
Bird's eye view of Spokane from South Hill	undefined	United States Washington (State) Spokane.
Birdseye view looking east from American Bank Bldg., Everett, Wash.	undefined	United States Washington (State) Everett.
Birdseye view of Everett, Wash.	undefined	United States Washington (State) Everett.
[Bird's eye view of Wheeling, W. Va.]	undefined	United States West Virginia Wheeling.
This is birds eye view of Superior, Wis.	undefined	United States Wisconsin Superior.
Cycloramic birds-eye views of Belize, British Honduras	undefined	Belize Belize City.
Birdseye view of Ft. Amador, C.Z., 1936	undefined	Panama Panama Canal.
Birdseye view of Cristobal & Colon	undefined	Panama Cristóbal.
Birdseye view from Ancon Hill	undefined	Panama Panama.
Bird's-eye-view of ruins of San Francisco from captive airship, 600 feet above Folsom between Fifth and Sixth Sts.	undefined	United States California San Francisco.
[Bird's eye view of Prospect Park, South, Brooklyn, N.Y.]	undefined	United States New York (State) New York.
Bird's eye view, Madison, Wis.	undefined	United States Wisconsin Madison.
Bird's-eye view of Northwestern University	undefined	United States Illinois Evanston.
Bird's eye view of Waukegan, Ill.	undefined	United States Illinois Waukegan.
Bird's eye view of Waukegan, Ill., from Lawrence Captive Airship at 1000 ft. altitude. Published exclusively for W[...] Wandel, Waukegan, Ill.	undefined	United States Illinois Waukegan.
University of Chic[ago], bird's eye vie[w]	undefined	United States Illinois Chicago.
Bird's-eye view, Rockefeller, Ill.	undefined	United States Illinois Mundelein.
Birds eye view of La Grange, Illinois from Lawrence Captive Airship at 1000 ft. elevation	undefined	United States Illinois La Grange.
Birds eye view of La Grange, Ill. from Lawrence Captive Airship at 800 ft. elevation	undefined	United States Illinois La Grange.
Bird's eye view, McCormick Plant, Chicago, Ill.	undefined	United States Illinois Chicago.
Bird's eye view, Gary Works, Indiana Steel Co., I.	undefined	United States Indiana Gary.
Birds eye view, Gary Works, Indiana Steel Co., April 18, 1908	undefined	United States Indiana Gary.
Birdseye view, N.D. Marine Barracks, Quantico, Va.	undefined	United States Virginia Quantico.
Birds eye view of Great Lakes Naval Training Station	undefined	United States Illinois Great Lakes.
Birds eye view, Camp Travis, San Antonio, Texas, Oct. 1917	undefined	United States Texas San Antonio.
Birds eye view, Camp Custer, Mich.	undefined	United States Michigan.
Birds eye view of 29th Division, Camp McClellan, Anniston, Ala.	undefined	United States Alabama.
Birds eye view of entire mobilization camp, 4th and 6th Brigade, 2nd Division, Texas City	undefined	United States Texas Texas City.
