Algiers - one of the city gates [graphic].	undefined	Algeria Algiers.
Vladivostok - laborers at dockside railroad tracks; city and harbor in background [graphic].	undefined	Russia Vladivostok.
Irkutsk - city hospital [graphic].	undefined	Russia Irkutsk.
[Miss Margot Mayo and Miss Deska of American Square Dance Group of New York City and Bascom Lamar Lunsford (center), director of the Mountain Music Festival, Asheville, North Carolina] [graphic].	undefined	United States North Carolina Asheville.
[Portrait of Margaret Conklin, standing beside car, New York City] [graphic].	undefined	United States New York (State) New York.
City of Los Angeles [graphic].	undefined	United States California Los Angeles.
"San Pedro, Cal.", "The Harbor City", from public library, Feb. 13th, 1909 [graphic].	undefined	United States California Los Angeles.
City of Taft, Cal. [graphic].	undefined	United States California Taft.
City of Taft, Cal. [graphic].	undefined	United States California Taft.
City of Taft, Cal. [graphic].	undefined	United States California Taft.
Coronado Tent City [graphic].	undefined	United States California Coronado.
San Bernardino, California, city and village [graphic].	undefined	United States California San Bernardino.
City market of Los Angeles, Cal., 9th & San Pedro St., Aug. 8th 1910 [graphic].	undefined	United States California Los Angeles.
Coronado Hotel & Tent City, San Diego, Cal. [graphic].	undefined	United States California Coronado.
No. 5, Panorama of the western addition and the Mission, showing the ruins of the City Hall and St. Ignatius College, with Twin Peaks and Strawberry Hill in the distance. Supplement to San Francisco Examiner, Aug. 5, 1906. [graphic].	undefined	United States California San Francisco.
City of Hollywood, Los Angeles, Calif. [graphic].	undefined	United States California Los Angeles.
Plaza and City Park, Pensacola, Fla. [graphic].	undefined	United States Florida Pensacola.
Key West, Fla. from City Hall tower [graphic].	undefined	United States Florida Key West.
"The Land of Lakes and Citrus Groves," Haines City, Florida [graphic].	undefined	United States Florida Haines City.
Key West, Fla. from City Hall [graphic].	undefined	United States Florida Key West.
The city of Alton, Illinois [graphic].	undefined	United States Illinois Alton.
General view of wreck, I.C.R.R., Farmer City, Ill., Oct. 5, '09 [graphic].	undefined	United States Illinois Farmer City.
Wreck on I.C.R.R., near Farmer City, Ill., Oct. 6, '09 [graphic].	undefined	United States Illinois Farmer City.
Welcome home of the general overseer, Rev. John Alex Dowie  [i.e. Dowey], July, 1904, Zion City, Ill. [graphic].	undefined	United States Illinois Zion.
Moson [sic] City, IA [graphic].	undefined	United States Iowa Mason City.
Iowa City, IA [graphic].	undefined	United States Iowa Iowa City.
Iowa City, IA [graphic].	undefined	United States Iowa Iowa City.
Webster City, Ia., birdseye view [graphic].	undefined	United States Iowa Webster City.
Webster City, Ia. [graphic].	undefined	United States Iowa Webster City.
Forest City, IA [graphic].	undefined	United States Iowa Forest City.
Charles City, IA [graphic].	undefined	United States Iowa Charles City.
[Sioux City, Iowa] [graphic].	undefined	United States Iowa Sioux City.
[Sioux City, Iowa] [graphic].	undefined	United States Iowa Sioux City.
Panoramic view of the city of Lowell, Massachusetts, from the northeast side [graphic].	undefined	United States Massachusetts Lowell.
[Panoramic view of Boston City Hall, School Street, Boston, Mass.] [graphic].	undefined	United States Massachusetts Boston.
[Panoramic photo showing Trinity Church, Hotel Westminster, east end of the Museum of Fine Arts, also Boylston St. looking towards city proper, Boston, Mass.] [graphic].	undefined	United States Massachusetts Boston.
Water front #1, New York City [graphic].	undefined	United States New York (State) New York.
[New York City, 1900] [graphic].	undefined	United States New York (State) New York.
View of New York City and North River [graphic].	undefined	United States New York (State) New York.
Concrete - central elevators, total capacity 4,500,000 bushels, Eastern Grain, Mill & Elevator Corporation, Buffalo, N.Y. [graphic].	undefined	United States New York (State) Buffalo.
University of New York #2, New York City [graphic].	undefined	United States New York (State) New York.
University of New York #1, New York City [graphic].	undefined	United States New York (State) New York.
New York City, 1908 [graphic].	undefined	United States New York (State) New York.
Grant's Tomb & Riverside Drive, New York City [graphic].	undefined	United States New York (State) New York.
New York City, 1908 [graphic].	undefined	United States New York (State) New York.
New York City, 1908 [graphic].	undefined	United States New York (State) New York.
[City and harbor of New York] [graphic].	undefined	United States New York (State) New York.
Nome City, Sept. 21, '99, a city two months old [graphic].	undefined	United States Alaska Nome.
Rampart City on the Yukon [graphic].	undefined	United States Alaska Rampart.
Main Street, Nome City, Sept. 22, '99 [graphic].	undefined	United States Alaska Nome.
Main Street, Circle City [graphic].	undefined	United States Alaska Circle.
Panorama Nome City water front, Sept. 22, '99 [graphic].	undefined	United States Alaska Nome.
Nome City water front, Oct. 20, '99 [graphic].	undefined	United States Alaska Nome.
Panorama of the city of Valdez, Alaska, Oct. 1, 1902 [graphic].	undefined	United States Alaska Valdez.
[Panoramic view of the city of Easton] [graphic].	undefined	United States Pennsylvania Easton.
[Birdseye view of Lancaster City] [graphic].	undefined	United States Pennsylvania Lancaster.
[City of Pittsburgh] [graphic].	undefined	United States Pennsylvania Pittsburgh.
Texas City, Texas, 9-28-15 [graphic].	undefined	United States Texas Texas City.
Harbor and city of Galveston, Texas [graphic].	undefined	United States Texas Galveston.
Houston City [graphic].	undefined	United States Texas Houston.
"City of Houston" taken from the top of the Keystone Bldg., center of Houston, Texas [graphic].	undefined	United States Texas Houston.
Police Department, City of Bridgeport, Conn., Oct. 3, 1914 [graphic].	undefined	United States Connecticut Bridgeport.
Al Malaikah and Anezeh Temples attend garden party at U.S. Embassy, Mexico City, May 27, 1941 given by Ambassador Josephus Daniels [graphic].	undefined	Mexico Mexico (City)
Picnic at Miller Park, Bloomington, Ill., Employees Aid Society of H. Mueller Mfg. Co., Decatur, Ill. -  New York City [graphic].	undefined	United States Illinois Bloomington.
Michigan Tanning and Extract Co., Boyne City, Mich. [graphic].	undefined	United States Michigan Boyne City.
Little Rock, "The City of Roses", the capital and heart of Arkansas [graphic].	undefined	United States Arkansas Little Rock.
A thriving city, Little Rock, Arkansas, "City of Roses" [graphic].	undefined	United States Arkansas Little Rock.
Panorama of Canon City, Colo. [graphic].	undefined	United States Colorado Canon City.
Robert Burns Monument, city park, Denver, Colo. [graphic].	undefined	United States Colorado Denver.
Panoramic view of the city of Hartford, Conn., from the lantern of the State Capitol [graphic].	undefined	United States Connecticut Hartford.
D.C. view from Washington Monument showing city of Washington, D.C. [graphic].	undefined	United States District of Columbia Washington (D.C.)
Birds eye view showing 3/4 of the city of Washington, D.C. [graphic].	undefined	United States District of Columbia Washington (D.C.)
The port city of Honolulu [graphic].	undefined	United States Hawaii Honolulu.
The Port city of Honolulu [graphic].	undefined	United States Hawaii Honolulu.
A panorama of San Francisco, California showing the reconstructed city photographed February, 1912 [graphic].	undefined	United States California San Francisco.
Twin Falls City [graphic].	undefined	United States Idaho Twin Falls.
[Panoramic view, Center Ave. and Washington St., Bay City] [graphic].	undefined	United States Michigan Bay City.
D. & I.R. R.R. Co. ore dock and city of Two Harbors [graphic].	undefined	United States Minnesota Two Harbors.
City of St. Cloud, Minnesota [graphic].	undefined	United States Minnesota Saint Cloud.
Park Row & City Hall Park [graphic].	undefined	United States New York (State) New York.
New York skyscrapers from Jersey City [graphic].	undefined	United States New York (State) New York.
New York skyscrapers from Jersey City [graphic].	undefined	United States New York (State) New York.
Farm and city life [graphic].	undefined	United States Missouri.
Entrance, Penn Valley Park and South Broadway, Kansas City, Mo. [graphic].	undefined	United States Missouri Kansas City.
Penn Valley Park, Kansas City, Mo. [graphic].	undefined	United States Missouri Kansas City.
Evanston Club and Swope Park entrance, Kansas City, Mo. [graphic].	undefined	United States Missouri Kansas City.
Swope Park, Kansas City, Mo. [graphic].	undefined	United States Missouri Kansas City.
Hyde Park and Westport High School, Kansas City, Mo. [graphic].	undefined	United States Missouri Kansas City.
Santa Fe Trail, Kansas City, Mo. [graphic].	undefined	United States Missouri Kansas City.
10th and Baltimore Sts., Kansas City, Mo. [graphic].	undefined	United States Missouri Kansas City.
Armour Blvd. and Holmes St., Kansas City, Mo. [graphic].	undefined	United States Missouri Kansas City.
12th St. and Paseo, Kansas City, Mo. [graphic].	undefined	United States Missouri Kansas City.
Linwood and Paseo Blvds., Kansas City, Mo. [graphic].	undefined	United States Missouri Kansas City.
On the Paseo, Kansas City, Mo. [graphic].	undefined	United States Missouri Kansas City.
Stock yards, Kansas City, Mo. [graphic].	undefined	United States Missouri Kansas City.
Falls City, Neb. [graphic].	undefined	United States Nebraska Falls City.
Nebraska City, Neb. [graphic].	undefined	United States Nebraska Nebraska City.
Atlantic City, N.J. from Lawrence Captive Airship, 800 feet above boardwalk, 1909 [graphic].	undefined	United States New Jersey Atlantic City.
The heart of Cleveland [sky &] city as seen from the Marshall Building [graphic].	undefined	United States Ohio Cleveland.
Ponca City, Okla. street scene [graphic].	undefined	United States Oklahoma Ponca City.
Panoram #2 of Oklahoma City, Okla. [graphic].	undefined	United States Oklahoma Oklahoma City.
Panoramic view #3, Oklahoma City, Okla. [graphic].	undefined	United States Oklahoma Oklahoma City.
Panoramic photo of Ponca City, Okla. [graphic].	undefined	United States Oklahoma Ponca City.
[Rapid City, South Dakota, view of 6th and Main Sts.] [graphic].	undefined	United States South Dakota Rapid City.
Panoramic view of Johnson City, Tenn. [graphic].	undefined	United States Tennessee Johnson City.
[Bird's eye view of the business section of Salt Lake City] [graphic].	undefined	United States Utah Salt Lake City.
[Business section of Salt Lake City] [graphic].	undefined	United States Utah Salt Lake City.
Salt Lake City, Utah [graphic].	undefined	United States Utah Salt Lake City.
Salt Lake City and environs, from Ensign Peak [graphic].	undefined	United States Utah Salt Lake City.
Looking south from City Park, Astoria, OR [graphic].	undefined	United States Oregon Astoria.
Panoramic birds-eye view of the city of Aberdeen, Wash. [graphic].	undefined	United States Washington (State) Aberdeen.
[City of Spokane panorama] [graphic].	undefined	United States Washington (State) Spokane.
Dawson City, Y.T. [graphic].	undefined	Canada Yukon Territory Dawson.
Hotel du Ville or City Hall of Rheims, France after bombardment [graphic].	undefined	France Rheims.
Gavin Hamilton Jack's panorama of city of Stevens and Culebra Cut [graphic].	undefined	Panama Panama Canal.
Panama City [graphic].	undefined	Panama Panama.
Old Sea Wall - Panama City [graphic].	undefined	Panama Panama.
[Waterfront scene in Panama City] [graphic].	undefined	Panama Panama.
Mobilization Camp, 2nd Div. (less 5th Brigade & 22 Inf.), Texas City, Texas, 1914 [graphic].	undefined	United States Texas Texas City.
[Panama City from Ancon Hill] [graphic].	undefined	Panama Panama.
Caracas; Venezuela's wonder city, 1958 [graphic].	undefined	Venezuela Caracas.
Inter city beauties, Atlantic City Pageant, 1925 [graphic].	undefined	United States New Jersey Atlantic City.
Inter-city beauties, Atlantic City, 1926 [graphic].	undefined	United States New Jersey Atlantic City.
Inter-city beauties, Atlantic City Pageant, 1927 [graphic].	undefined	United States New Jersey Atlantic City.
Inter-city beauties, Atlantic City Pageant, 1927 [graphic].	undefined	United States New Jersey Atlantic City.
Miss America Pageant, September 7th to 12th, 1953, Convention Hall, Atlantic City, N.J. [graphic].	undefined	United States New Jersey Atlantic City.
American Legion Parade passing reviewing stand, Kansas City, Mo., Nov. 1, 1921 [graphic].	undefined	United States Missouri Kansas City.
[Twenty-fourth Lincoln dinner of the Republican Club of the City of New York, Waldorf-Astoria Hotel, Feb. 12, 1910] [graphic].	undefined	United States New York (State) New York.
Night scene, Fairmount Park, Kansas City, Mo. [graphic].	undefined	United States Missouri Kansas City.
Dedication of site of Liberty Memorial, Kansas City, Mo., Nov. 1, 1921 [graphic].	undefined	United States Missouri Kansas City.
Sixteenth Convention, Anti-Saloon League of America at Atlantic City, N.J., July 6-9, 1915 [graphic].	undefined	United States New Jersey Atlantic City.
Dinner tendered, Mr. Richard Croker by Andrew Friedman, Sherry's, New York City, Nov. 30, '08 [graphic].	undefined	United States New York (State) New York.
Twenty-seventh Annual Banquet of the Hotel Association of New York City, Waldorf-Astoria, New York, Jan. 11, 1906 [graphic].	undefined	United States New York (State) New York.
Annual banquet, National Boot and Shoe Manufacturers' Ass'n., Hotel Astor, New York City, Feb. 23, 1906 [graphic].	undefined	United States New York (State) New York.
Fiftieth Anniversary Convention of the American Ornithologists' Union held at the American Museum of Natural History, New York City, New York, November 14-18, 1933 [graphic].	undefined	United States New York (State) New York.
J. Ellison Carroll, champion roper of the world and cow boys who took part in the roping contest, Oklahoma City, Dec. 31, '09 - Jan. 1, '10 [graphic].	undefined	United States Oklahoma Oklahoma City.
Final inter-city championship game, White Autos vs. Luxus of Omaha, Brookside Stadium, Cleveland, Oct. 10, 1915, attendance over 100,000, Score: Autos 11, Luxus 6 [graphic].	undefined	United States Ohio Cleveland.
Kansas City vs. Chicago, opening day, Chicago, Federal League, baseball park, Addison & Clark Sts., April 23, 1914, attendance 28,436 [graphic].	undefined	United States Illinois Chicago.
Final inter-city championship game, White Autos vs. Omaha "Luxus" team, Brookside Stadium, Oct. 10, 1915, score, 11 to 6 in favor of White Autos, attendance over 100,000 [graphic].	undefined	United States Ohio Cleveland.
White Sox vs. Cubs, City Championship series, Chicago, Oct. 10, '09, West Side Park [graphic].	undefined	United States Illinois Chicago.
The city of Verdun, from The Citidel [sic], showing French observatory post on the left [graphic].	undefined	France Verdun.
Entrance to the famous city of Verdun, strongly held by the French [graphic].	undefined	France Verdun.
The city of Metz, from one of its western fortifications [graphic].	undefined	France Metz.
Rheims, the cathedral city of France viewed from the city square showing the cathedral on the left [graphic].	undefined	France Reims.
View of New York City from the Times Building [graphic].	undefined	United States New York (State) New York.
[Kansas City, Missouri, business section] [graphic].	undefined	United States Missouri Kansas City.
[Kansas City, Missouri, showing business section] [graphic].	undefined	United States Missouri Kansas City.
Interior view of Fairmount Park, Kansas City, Mo. [graphic].	undefined	United States Missouri Kansas City.
Inauguration of Mayor Busse, Council Chamber, City Hall, Chicago, April 15, 1907 [graphic].	undefined	United States Illinois Chicago.
Kansas City Horse Show, 1905 [graphic].	undefined	United States Missouri Kansas City.
Kansas City stock yards, Oct. 15, 1907 [graphic].	undefined	United States Missouri Kansas City.
Fourth anniversary of consrecration [sic] of Zion Temple site, July, 1904, Zion City, Ill. [graphic].	undefined	United States Illinois Zion.
Industrial parade, July 1904, Zion City, Ill. [graphic].	undefined	United States Illinois Zion.
Converts' rally, Evangelistic Committee of New York City, Carnegie Hall, Sept. 14, 1908 [graphic].	undefined	United States New York (State) New York.
Shiloh Tabernacle, July 17, 1904, Zion City, Ill. [graphic].	undefined	United States Illinois Zion.
Zion City, Ill. [graphic].	undefined	United States Illinois Zion.
Panama City from Ancon Hill [graphic].	undefined	Panama Panama.
Zion Industries at Shiloh Tabernacle, July 1904, Zion City, Ill. [graphic].	undefined	United States Illinois Zion.
6th Cavalry Camp, mobilized at Texas City, Texas [graphic].	undefined	United States Texas Texas City.
4th Field Artillery & Engineers Camp, Texas City, Texas, 1914 [graphic].	undefined	United States Texas Texas City.
Mobilization Camp, 2nd Div. (less 5th Brigade), Texas City, Texas, 1914 [graphic].	undefined	United States Texas Texas City.
Mobilization Camp, 2nd Div. (less 5th Brigade, 11th & 22nd Inf's.), Texas City, Texas, 1914 [graphic].	undefined	United States Texas Texas City.
Mobilization Camp, 23rd, 26th and 27th Regiments, Texas City, Tex. [graphic].	undefined	United States Texas Texas City.
Mobilization camp, 11th, 18th & 22nd Inf., Texas City, Tex. [graphic].	undefined	United States Texas Texas City.
Tent City, Camp Dodge, Iowa [graphic].	undefined	United States Iowa.
[San Diego, Cal., the exposition city] [graphic].	undefined	United States California San Diego.
Birds eye view of entire mobilization camp, 4th and 6th Brigade, 2nd Division, Texas City [graphic].	undefined	United States Texas Texas City.
Flying Machines Aero Squadron, Mobilization Camp, Texas City, 1913 [graphic].	undefined	United States Texas Texas City.
Brigade of infantry, Texas City, Texas; Brig. Gen. Hunter Liggett, commanding; Major L.L. Durfee, adjutant. [graphic].	undefined	United States Texas Texas City.
Officers, 4th and 6th Brigade, 2nd Div., Texas City, April 1913 [graphic].	undefined	United States Texas Texas City.
Officers, 4th and 6th Brigade, 2nd Div., Texas City, April 1913 [graphic].	undefined	United States Texas Texas City.
Officers, 4th and 6th Brigade, 2nd Div., Texas City, April 1913 [graphic].	undefined	United States Texas Texas City.
6th Cavalry corral & camp, Texas City, Tex., 1913 [graphic].	undefined	United States Texas Texas City.
26th Regt. of Infantry, Col. R.L. Bullard, commanding, mobilization camp, Texas City, 4/14/13 [graphic].	undefined	United States Texas Texas City.
City Hall Park panorama [graphic].	undefined	United States New York (State) New York.
39th Annual Conference, National Association for the Advancement of Colored People, June 22-27, 1948, Kansas City, Mo. [graphic].	undefined	United States Missouri Kansas City.
View of Baltimore City, Md., from the North [graphic] / lith. & print by E. Sachse & Co. 104 S. Charles St. Baltimore.	1862	United States Maryland Baltimore.
View of Baltimore City, Md., looking South [graphic] / lith. & print by E. Sachse & Co. 5 N. Liberty St. Balto.	1872	United States Maryland Baltimore.
